keyword,ngram,pattern,start,end,phrase_length
you,1,N,13055,13055,1
it,1,N,13057,13057,1
you in the face,4,NPDN,13059,13062,4
you,1,N,13064,13064,1
tramples upon you it,4,NPNN,13067,13070,4
bad dream,2,AN,13074,13075,2
outside pattern,2,AN,13077,13078,2
florid,1,N,13081,13081,1
fungus,1,N,13087,13087,1
you,1,N,13089,13089,1
toadstool in joints,3,NPN,13093,13095,3
interminable string of toadstools,4,ANPN,13097,13100,4
endless convolutions,2,AN,13105,13106,2
that,1,N,13109,13109,1
something like it that,4,NPNN,13111,13114,4
there,1,N,13117,13117,1
peculiarity about this paper,4,NPDN,13121,13124,4
thing nobody,2,NN,13126,13127,2
myself,1,N,13132,13132,1
that,1,N,13134,13134,1
it,1,N,13137,13137,1
light,1,N,13141,13141,1
sun,1,N,13145,13145,1
east window,2,AN,13150,13151,2
i,1,N,13153,13153,1
that,1,N,13157,13157,1
straight ray,2,AN,13160,13161,2
it,1,N,13163,13163,1
i,1,N,13168,13168,1
it that,2,NN,13173,13174,2
i,1,N,13177,13177,1
it,1,N,13179,13179,1
moonlight,1,N,13182,13182,1
moon shines in all night,5,NNPDN,13185,13189,5
there,1,N,13191,13191,1
moon,1,N,13194,13194,1
i,1,N,13196,13196,1
it,1,N,13200,13200,1
same paper at night in any kind,7,ANPNPDN,13203,13209,7
paper at night in any kind of light,8,NPNPDNPN,13204,13211,8
night in any kind of light in twilight,8,NPDNPNPN,13206,13213,8
kind of light in twilight candlelight lamplight,7,NPNPNNN,13209,13215,7
moonlight it,2,NN,13221,13222,2
outside pattern i,3,ANN,13226,13228,3
woman behind it,3,NPN,13232,13234,3
i,1,N,13241,13241,1
long time what,3,ANN,13247,13249,3
thing,1,N,13251,13251,1
dim sub pattern,3,NNN,13258,13260,3
i,1,N,13264,13264,1
sure it,2,AN,13267,13268,2
woman by daylight she,4,NPNN,13271,13274,4
quiet i fancy it,4,ANAN,13277,13280,4
pattern that,2,NN,13283,13284,2
her,1,N,13286,13286,1
it,1,N,13289,13289,1
puzzling it,2,AN,13292,13293,2
me quiet by the hour i,6,NNPDNN,13295,13300,6
john,1,N,13307,13307,1
it,1,N,13309,13309,1
me,1,N,13313,13313,1
i,1,N,13318,13318,1
he,1,N,13321,13321,1
habit,1,N,13324,13324,1
me,1,N,13327,13327,1
hour after each meal it,5,NPDNN,13332,13336,5
bad habit i,3,ANN,13340,13342,3
you,1,N,13346,13346,1
i,1,N,13348,13348,1
cultivates deceit,2,NN,13354,13355,2
i,1,N,13357,13357,1
them i,2,NN,13361,13362,2
fact,1,N,13369,13369,1
i,1,N,13371,13371,1
john he,2,NN,13378,13379,2
inexplicable look it,3,ANN,13389,13391,3
me,1,N,13393,13393,1
scientific hypothesis that,3,ANN,13398,13400,3
it,1,N,13402,13402,1
paper i,2,NN,13405,13406,2
john,1,N,13409,13409,1
he,1,N,13411,13411,1
i,1,N,13415,13415,1
room,1,N,13422,13422,1
innocent excuses,2,AN,13427,13428,2
i,1,N,13430,13430,1
him several times,3,NAN,13433,13435,3
paper,1,N,13439,13439,1
i,1,N,13443,13443,1
jennie with her hand on it,6,NPNNPN,13445,13450,6
she,1,N,13452,13452,1
i,1,N,13456,13456,1
room,1,N,13460,13460,1
i,1,N,13463,13463,1
her in a quiet,4,NPDN,13465,13468,4
quiet voice,2,AN,13471,13472,2
restrained manner possible what she,5,ANANN,13476,13480,5
paper she,2,NN,13485,13486,2
she,1,N,13491,13491,1
me,1,N,13502,13502,1
i,1,N,13504,13504,1
her,1,N,13507,13507,1
she,1,N,13510,13510,1
paper,1,N,13514,13514,1
everything it,2,NN,13516,13517,2
she,1,N,13520,13520,1
yellow smooches on all my clothes,6,ANPDNN,13523,13528,6
john,1,N,13530,13530,1
she,1,N,13533,13533,1
we,1,N,13535,13535,1
i,1,N,13546,13546,1
she,1,N,13548,13548,1
pattern,1,N,13552,13552,1
i,1,N,13554,13554,1
nobody,1,N,13558,13558,1
it,1,N,13561,13561,1
myself life,2,NN,13564,13565,2
it,1,N,13573,13573,1
you,1,N,13577,13577,1
i,1,N,13579,13579,1
something,1,N,13581,13581,1
i,1,N,13591,13591,1
i,1,N,13601,13601,1
me,1,N,13609,13609,1
he,1,N,13611,13611,1
other day,2,AN,13616,13617,2
i,1,N,13620,13620,1
spite of my wallpaper i,5,NPNNN,13626,13630,5
it off with a laugh i,6,NPPDNN,13632,13637,6
intention,1,N,13640,13640,1
him it,2,NN,13643,13644,2
wallpaper,1,N,13649,13649,1
he,1,N,13651,13651,1
fun of me he,4,NPNN,13654,13657,4
me,1,N,13663,13663,1
i,1,N,13665,13665,1
i,1,N,13673,13673,1
it,1,N,13676,13676,1
there,1,N,13678,13678,1
week,1,N,13681,13681,1
i,1,N,13684,13684,1
that,1,N,13686,13686,1
enough i,2,AN,13689,13690,2
i,1,N,13697,13697,1
night,1,N,13703,13703,1
it,1,N,13705,13705,1
developments,1,N,13711,13711,1
i,1,N,13713,13713,1
good deal in the daytime in the daytime,8,ANPDNPDN,13716,13723,8
deal in the daytime in the daytime it,8,NPDNPDNN,13717,13724,8
there,1,N,13729,13729,1
new shoots on the fungus,5,ANPDN,13732,13736,5
new shades,2,AN,13738,13739,2
it i,2,NN,13744,13745,2
count of them,3,NPN,13749,13751,3
i,1,N,13753,13753,1
it,1,N,13757,13757,1
wallpaper it,2,NN,13763,13764,2
me,1,N,13766,13766,1
yellow things i,3,ANN,13771,13773,3
beautiful ones like buttercups,4,ANPN,13778,13781,4
old foul bad yellow things,5,AAAAN,13783,13787,5
there,1,N,13789,13789,1
something,1,N,13791,13791,1
paper,1,N,13795,13795,1
smell i,2,NN,13798,13799,2
it,1,N,13801,13801,1
moment we,2,NN,13803,13804,2
room,1,N,13808,13808,1
much air,2,AN,13812,13813,2
sun it,2,NN,13815,13816,2
we,1,N,13821,13821,1
week of fog,3,NPN,13825,13827,3
rain,1,N,13829,13829,1
windows,1,N,13833,13833,1
smell,1,N,13839,13839,1
it,1,N,13842,13842,1
house i,2,NN,13847,13848,2
it,1,N,13850,13850,1
dining room,2,NN,13854,13855,2
parlor,1,N,13859,13859,1
hall,1,N,13863,13863,1
wait for me on the stairs it,7,NPNPDNN,13866,13872,7
my hair,2,NN,13875,13876,2
i,1,N,13879,13879,1
i,1,N,13884,13884,1
my head,2,NN,13886,13887,2
it,1,N,13891,13891,1
there,1,N,13893,13893,1
peculiar odor,2,NN,13899,13900,2
i,1,N,13902,13902,1
hours,1,N,13905,13905,1
it,1,N,13910,13910,1
what it,2,NN,13913,13914,2
it,1,N,13917,13917,1
i,1,N,13934,13934,1
damp weather it,3,ANN,13939,13941,3
awful i,2,AN,13943,13944,2
night,1,N,13949,13949,1
it,1,N,13952,13952,1
me it,2,NN,13955,13956,2
me,1,N,13960,13960,1
i,1,N,13963,13963,1
house,1,N,13969,13969,1
smell,1,N,13974,13974,1
i,1,N,13977,13977,1
it,1,N,13981,13981,1
only thing i,3,ANN,13983,13985,3
it,1,N,13990,13990,1
color of the paper,4,NPDN,13995,13998,4
yellow smell there,3,ANN,14000,14002,3
funny mark on this wall low,6,ANPDNN,14006,14011,6
mopboard,1,N,14015,14015,1
streak that,2,NN,14017,14018,2
room it,2,NN,14022,14023,2
piece of furniture,3,NPN,14027,14029,3
it,1,N,14040,14040,1
i,1,N,14047,14047,1
it,1,N,14050,14050,1
who,1,N,14054,14054,1
it,1,N,14056,14056,1
what they,2,NN,14058,14059,2
it for round,3,NPN,14061,14063,3
it,1,N,14075,14075,1
me,1,N,14077,14077,1
i,1,N,14079,14079,1
something at last through,4,NPAN,14083,14086,4
night,1,N,14091,14091,1
it,1,N,14093,14093,1
i,1,N,14096,14096,1
front pattern,2,AN,14102,14103,2
woman behind shakes it,4,NPNN,14111,14114,4
i,1,N,14116,14116,1
there,1,N,14118,14118,1
great many women,3,AAN,14121,14123,3
she,1,N,14130,14130,1
her crawling,2,NN,14135,14136,2
it,1,N,14138,14138,1
bright spots she,3,ANN,14145,14147,3
shady spots she,3,ANN,14154,14156,3
hold of the bars,4,NPDN,14159,14162,4
them,1,N,14165,14165,1
she,1,N,14168,14168,1
time,1,N,14172,14172,1
nobody,1,N,14178,14178,1
pattern,1,N,14183,14183,1
it,1,N,14185,14185,1
i,1,N,14188,14188,1
that,1,N,14190,14190,1
it,1,N,14193,14193,1
many heads they,3,ANN,14196,14198,3
pattern,1,N,14204,14204,1
them,1,N,14206,14206,1
them,1,N,14210,14210,1
their eyes,2,NN,14215,14216,2
heads,1,N,14220,14220,1
it,1,N,14226,14226,1
bad i,2,AN,14232,14233,2
woman,1,N,14236,14236,1
daytime,1,N,14241,14241,1
i,1,N,14243,14243,1
you,1,N,14246,14246,1
i,1,N,14251,14251,1
her i,2,NN,14254,14255,2
her,1,N,14258,14258,1
my windows it,3,NNN,14264,14266,3
same woman i,3,ANN,14269,14271,3
she,1,N,14274,14274,1
most women,2,AN,14279,14280,2
daylight i,2,NN,14285,14286,2
her,1,N,14288,14288,1
lane,1,N,14293,14293,1
i,1,N,14298,14298,1
her in those dark grape arbors,6,NPDANN,14300,14305,6
garden i,2,NN,14310,14311,2
her on that long road under the trees,8,NPDANPDN,14313,14320,8
carriage,1,N,14326,14326,1
she,1,N,14328,14328,1
blackberry,1,N,14332,14332,1
i,1,N,14334,14334,1
her,1,N,14338,14338,1
bit it,2,NN,14340,14341,2
daylight i,2,NN,14351,14352,2
door,1,N,14356,14356,1
i,1,N,14358,14358,1
daylight i,2,NN,14361,14362,2
it at night,3,NPN,14366,14368,3
i,1,N,14370,14370,1
something,1,N,14375,14375,1
john,1,N,14379,14379,1
i,1,N,14385,14385,1
him i,2,NN,14391,14392,2
he,1,N,14394,14394,1
room,1,N,14398,14398,1
i,1,N,14400,14400,1
anybody,1,N,14404,14404,1
woman,1,N,14408,14408,1
night,1,N,14411,14411,1
myself i,2,NN,14413,14414,2
i,1,N,14418,14418,1
her out of all the windows,6,NPPDDN,14421,14426,6
i,1,N,14434,14434,1
i,1,N,14436,14436,1
one time,2,AN,14444,14445,2
i,1,N,14448,14448,1
her she,2,NN,14451,14452,2
i,1,N,14460,14460,1
i,1,N,14463,14463,1
her,1,N,14466,14466,1
open country,2,AN,14472,14473,2
cloud shadow in a high wind,6,NNPDAN,14479,14484,6
top pattern,2,AN,14488,14489,2
one i,2,AN,14497,14498,2
it,1,N,14502,14502,1
little i,2,AN,14505,14506,2
funny thing,2,AN,14511,14512,2
i,1,N,14514,14514,1
it,1,N,14518,14518,1
time it,2,NN,14520,14521,2
people,1,N,14527,14527,1
there,1,N,14530,14530,1
two more days,3,AAN,14533,14535,3
paper,1,N,14539,14539,1
i,1,N,14542,14542,1
john,1,N,14544,14544,1
i,1,N,14549,14549,1
look in his eyes,4,NPNN,14554,14557,4
i,1,N,14559,14559,1
him,1,N,14561,14561,1
lot of professional questions about me she,7,NPANPNN,14565,14571,7
good report,2,AN,14575,14576,2
she,1,N,14579,14579,1
i,1,N,14581,14581,1
good deal in the daytime john,6,ANPDNN,14584,14589,6
i,1,N,14591,14591,1
night for all i,4,NPDN,14598,14601,4
quiet he,2,AN,14604,14605,2
me,1,N,14607,14607,1
sorts of questions,3,NPN,14609,14611,3
i,1,N,14623,14623,1
him,1,N,14628,14628,1
i,1,N,14630,14630,1
he,1,N,14634,14634,1
paper for three months it,5,NPANN,14640,14644,5
me,1,N,14647,14647,1
i,1,N,14649,14649,1
sure john,2,AN,14651,14652,2
jennie,1,N,14654,14654,1
it,1,N,14659,14659,1
this,1,N,14661,14661,1
last day,2,AN,14664,14665,2
it,1,N,14667,14667,1
enough john,2,AN,14669,14670,2
town over night,3,NPN,14675,14677,3
evening jennie,2,NN,14685,14686,2
me,1,N,14691,14691,1
sly thing,2,AN,14694,14695,2
i,1,N,14697,14697,1
her i,2,NN,14699,14700,2
night,1,N,14707,14707,1
alone that,2,AN,14709,14710,2
clever,1,N,14712,14712,1
i,1,N,14715,14715,1
bit,1,N,14720,14720,1
it,1,N,14724,14724,1
moonlight,1,N,14726,14726,1
poor thing,2,AN,14729,14730,2
pattern i,2,NN,14737,14738,2
her i,2,NN,14745,14746,2
she,1,N,14749,14749,1
i,1,N,14751,14751,1
she,1,N,14754,14754,1
morning we,2,NN,14758,14759,2
yards of that paper,4,NPDN,14763,14766,4
strip,1,N,14768,14768,1
my head,2,NN,14773,14774,2
half around the room,4,NPDN,14776,14779,4
sun,1,N,14784,14784,1
awful pattern,2,AN,14788,14789,2
me i,2,NN,14794,14795,2
i,1,N,14797,14797,1
it to day we,4,NPNN,14800,14803,4
morrow,1,N,14807,14807,1
they,1,N,14809,14809,1
my furniture,2,NN,14813,14814,2
things,1,N,14819,14819,1
they,1,N,14821,14821,1
wall in amazement,3,NPN,14828,14830,3
i,1,N,14832,14832,1
her,1,N,14834,14834,1
i,1,N,14837,14837,1
it out of pure spite,5,NPPAN,14839,14843,5
pure spite at the vicious thing she,7,ANPDANN,14842,14848,7
she,1,N,14852,14852,1
it herself,2,NN,14857,14858,2
i,1,N,14860,14860,1
she,1,N,14866,14866,1
herself,1,N,14868,14868,1
time,1,N,14870,14870,1
i,1,N,14872,14872,1
person touches,2,NN,14877,14878,2
paper,1,N,14880,14880,1
me,1,N,14882,14882,1
alive she,2,NN,14885,14886,2
me out of the room,5,NPPDN,14890,14894,5
it,1,N,14896,14896,1
patent,1,N,14899,14899,1
i,1,N,14901,14901,1
it,1,N,14903,14903,1
i,1,N,14913,14913,1
i,1,N,14915,14915,1
i,1,N,14923,14923,1
me,1,N,14929,14929,1
dinner,1,N,14932,14932,1
i,1,N,14934,14934,1
i,1,N,14938,14938,1
she,1,N,14942,14942,1
servants,1,N,14947,14947,1
things,1,N,14952,14952,1
there,1,N,14956,14956,1
nothing,1,N,14958,14958,1
great bedstead,2,AN,14962,14963,2
canvas mattress we,3,NNN,14968,14970,3
it we,2,NN,14973,14974,2
night,1,N,14979,14979,1
boat home,2,NN,14983,14984,2
i,1,N,14987,14987,1
room,1,N,14991,14991,1
it,1,N,14993,14993,1
children,1,N,14999,14999,1
bedstead,1,N,15005,15005,1
i,1,N,15010,15010,1
work i,2,NN,15014,15015,2
door,1,N,15019,15019,1
key,1,N,15023,15023,1
front path i,3,ANN,15027,15029,3
i,1,N,15037,15037,1
anybody,1,N,15043,15043,1
till john,2,NN,15046,15047,2
i,1,N,15049,15049,1
him i,2,NN,15053,15054,2
rope,1,N,15058,15058,1
jennie,1,N,15063,15063,1
woman,1,N,15069,15069,1
i,1,N,15078,15078,1
her,1,N,15081,15081,1
i,1,N,15083,15083,1
i,1,N,15085,15085,1
anything,1,N,15091,15091,1
bed,1,N,15096,15096,1
i,1,N,15100,15100,1
it,1,N,15106,15106,1
i,1,N,15108,15108,1
i,1,N,15113,15113,1
angry i,2,AN,15116,15117,2
little piece at one corner,5,ANPAN,15121,15125,5
it,1,N,15128,15128,1
my teeth,2,NN,15130,15131,2
i,1,N,15133,15133,1
paper i,2,NN,15138,15139,2
floor it,2,NN,15145,15146,2
pattern,1,N,15151,15151,1
it,1,N,15154,15154,1
strangled heads,2,AN,15157,15158,2
bulbous eyes,2,AN,15160,15161,2
fungus growths,2,NN,15164,15165,2
derision i,2,NN,15169,15170,2
something,1,N,15177,15177,1
window,1,N,15184,15184,1
admirable exercise,2,AN,15187,15188,2
bars,1,N,15191,15191,1
i,1,N,15199,15199,1
it,1,N,15203,15203,1
i,1,N,15207,15207,1
step,1,N,15213,15213,1
that,1,N,15215,15215,1
i,1,N,15222,15222,1
windows,1,N,15231,15231,1
there,1,N,15234,15234,1
women,1,N,15241,15241,1
they,1,N,15243,15243,1
i,1,N,15247,15247,1
they,1,N,15250,15250,1
wallpaper,1,N,15256,15256,1
i,1,N,15258,15258,1
i,1,N,15261,15261,1
my,1,N,15267,15267,1
rope,1,N,15270,15270,1
you,1,N,15272,15272,1
me out in the road,5,NPPDN,15276,15280,5
i,1,N,15282,15282,1
i,1,N,15284,15284,1
pattern,1,N,15292,15292,1
it,1,N,15294,15294,1
night,1,N,15296,15296,1
that,1,N,15298,15298,1
hard it,2,AN,15300,15301,2
great room,2,AN,15310,15311,2
i,1,N,15316,15316,1
i,1,N,15318,15318,1
i,1,N,15325,15325,1
jennie,1,N,15330,15330,1
me,1,N,15332,15332,1
you,1,N,15336,15336,1
ground,1,N,15342,15342,1
everything,1,N,15344,15344,1
i,1,N,15352,15352,1
floor,1,N,15358,15358,1
my shoulder,2,NN,15360,15361,2
fits in that long smooch around the wall,8,NPDANPDN,15363,15370,8
i,1,N,15372,15372,1
my way,2,NN,15376,15377,2
there,1,N,15379,15379,1
door it,2,NN,15384,15385,2
use young man you,4,AANN,15388,15391,4
it,1,N,15395,15395,1
he,1,N,15397,15397,1
he,1,N,15403,15403,1
axe it,2,NN,15408,15409,2
shame,1,N,15413,15413,1
beautiful door,2,AN,15418,15419,2
john dear,2,NN,15421,15422,2
i in the gentlest voice,5,NPDAN,15425,15429,5
key,1,N,15432,15432,1
front steps under a plantain leaf,6,ANPDNN,15437,15442,6
that,1,N,15444,15444,1
him for a few moments,5,NPDAN,15446,15450,5
he,1,N,15452,15452,1
door my,2,NN,15461,15462,2
i,1,N,15466,15466,1
i,1,N,15471,15471,1
key,1,N,15474,15474,1
front door under a plantain leaf,6,ANPDNN,15479,15484,6
i,1,N,15488,15488,1
it,1,N,15490,15490,1
several times,2,AN,15492,15493,2
it,1,N,15500,15500,1
he,1,N,15504,15504,1
he,1,N,15511,15511,1
it,1,N,15513,15513,1
he,1,N,15519,15519,1
door,1,N,15524,15524,1
what,1,N,15526,15526,1
matter,1,N,15529,15529,1
he,1,N,15531,15531,1
god,1,N,15535,15535,1
sake what,2,NN,15537,15538,2
you,1,N,15540,15540,1
i,1,N,15543,15543,1
i,1,N,15551,15551,1
him over my shoulder,4,NPNN,15554,15557,4
i,1,N,15559,15559,1
i,1,N,15567,15567,1
spite of you,3,NPN,15570,15572,3
jane,1,N,15574,15574,1
i,1,N,15576,15576,1
paper,1,N,15583,15583,1
you,1,N,15585,15585,1
me,1,N,15589,15589,1
man,1,N,15596,15596,1
he,1,N,15600,15600,1
my path by the wall,5,NNPDN,15605,15609,5
i,1,N,15612,15612,1
him,1,N,15617,15617,1
time,1,N,15619,15619,1
mrs mallard,2,NN,15622,15623,2
heart trouble great care,4,NNAN,15628,15631,4
her,1,N,15637,15637,1
news of her husband,4,NPNN,15643,15646,4
death it,2,NN,15648,15649,2
her sister josephine who,4,NNNN,15651,15654,4
her in broken sentences,4,NPAN,15656,15659,4
hints that,2,NN,15661,15662,2
half,1,N,15665,15665,1
her husband,2,NN,15667,15668,2
friend richards,2,NN,15670,15671,2
her it,2,NN,15676,15677,2
he who,2,NN,15679,15680,2
newspaper office,2,NN,15685,15686,2
intelligence of the railroad disaster,5,NPDNN,15688,15692,5
name,1,N,15699,15699,1
list,1,N,15702,15702,1
he,1,N,15705,15705,1
time,1,N,15710,15710,1
himself of its truth by a second telegram,8,NPNNPDAN,15713,15720,8
careful less tender friend,4,AANN,15728,15731,4
sad message she,3,ANN,15735,15737,3
story as many women,4,NPAN,15742,15745,4
paralyzed inability,2,AN,15752,15753,2
its significance she,3,NNN,15756,15758,3
sudden wild abandonment in her sister,6,AANPNN,15763,15768,6
arms,1,N,15770,15770,1
storm of grief,3,NPN,15773,15775,3
itself she,2,NN,15778,15779,2
her room,2,NN,15783,15784,2
she,1,N,15786,15786,1
one,1,N,15790,15790,1
her,1,N,15792,15792,1
open window,2,AN,15797,15798,2
comfortable roomy armchair into this she,6,ANNPNN,15800,15805,6
physical exhaustion that,3,ANN,15811,15813,3
her body,2,NN,15815,15816,2
her soul she,3,NNN,15822,15824,3
open square before her house,5,ANPNN,15829,15833,5
tops of trees that,4,NPNN,15835,15838,4
new spring life,3,ANN,15844,15846,3
delicious breath of rain,4,ANPN,15848,15851,4
air in the street below a peddler,7,NPDNPDN,15855,15861,7
his,1,N,15864,15864,1
notes of a distant song which,6,NPDANN,15867,15872,6
one,1,N,15874,15874,1
her,1,N,15878,15878,1
countless sparrows,2,AN,15881,15882,2
eaves there,2,NN,15887,15888,2
patches of blue sky,4,NPAN,15890,15893,4
clouds that,2,NN,15900,15901,2
west,1,N,15912,15912,1
her window she,3,NNN,15914,15916,3
her head,2,NN,15919,15920,2
cushion of the chair,4,NPDN,15925,15928,4
sob,1,N,15934,15934,1
her throat,2,NN,15938,15939,2
her as a child who,5,NPDNN,15942,15946,5
itself to sleep,3,NPN,15949,15951,3
its dreams she,3,NNN,15956,15958,3
fair calm face whose lines bespoke repression,7,AANNNPN,15963,15969,7
certain strength,2,AN,15973,15974,2
there,1,N,15977,15977,1
dull stare in her eyes whose gaze,7,ANPNNNN,15980,15986,7
yonder,1,N,15991,15991,1
patches of blue sky it,5,NPANN,15996,16000,5
glance of reflection,3,NPN,16004,16006,3
suspension of intelligent,3,NPN,16011,16013,3
there,1,N,16015,16015,1
something,1,N,16017,16017,1
her,1,N,16020,16020,1
she,1,N,16022,16022,1
it,1,N,16026,16026,1
what,1,N,16028,16028,1
it she,2,NN,16030,16031,2
it,1,N,16035,16035,1
she,1,N,16044,16044,1
it,1,N,16046,16046,1
sky,1,N,16051,16051,1
her through the sounds,4,NPDN,16054,16057,4
scents,1,N,16059,16059,1
color that,2,NN,16061,16062,2
air,1,N,16065,16065,1
her bosom,2,NN,16067,16068,2
she,1,N,16073,16073,1
thing that,2,NN,16079,16080,2
her,1,N,16085,16085,1
she,1,N,16087,16087,1
it,1,N,16092,16092,1
her,1,N,16095,16095,1
her two white slender hands,5,NAANN,16100,16104,5
she,1,N,16109,16109,1
herself,1,N,16111,16111,1
little whispered word,3,AAN,16113,16115,3
her,1,N,16117,16117,1
lips she,2,NN,16120,16121,2
it,1,N,16123,16123,1
breath,1,N,16129,16129,1
vacant stare,2,AN,16134,16135,2
look of terror that,4,NPNN,16138,16141,4
it,1,N,16144,16144,1
her eyes they,3,NNN,16147,16149,3
keen,1,N,16151,16151,1
her pulses,2,NN,16154,16155,2
coursing blood,2,NN,16160,16161,2
inch of her body she,5,NPNNN,16166,16170,5
it,1,N,16177,16177,1
monstrous joy that,3,ANN,16183,16185,3
her,1,N,16187,16187,1
perception,1,N,16192,16192,1
her,1,N,16194,16194,1
suggestion as trivial she,4,NPNN,16198,16201,4
she,1,N,16204,16204,1
she,1,N,16209,16209,1
kind tender hands,3,ANN,16212,16214,3
death,1,N,16217,16217,1
face that,2,NN,16219,16220,2
save with love upon her,5,NPNPN,16224,16228,5
she,1,N,16235,16235,1
bitter moment,2,NN,16239,16240,2
long procession of years,4,ANPN,16242,16245,4
that,1,N,16248,16248,1
her,1,N,16252,16252,1
she,1,N,16255,16255,1
her arms,2,NN,16259,16260,2
them in welcome there,4,NPAN,16263,16266,4
one,1,N,16270,16270,1
years she,2,NN,16277,16278,2
herself there,2,NN,16282,16283,2
powerful,1,N,16287,16287,1
hers in that blind persistence with which men,8,NPDANPNN,16290,16297,8
women,1,N,16299,16299,1
they,1,N,16301,16301,1
right,1,N,16304,16304,1
private,1,N,16308,16308,1
fellow creature,2,AN,16312,16313,2
kind intention,2,NN,16315,16316,2
cruel intention,2,AN,16319,16320,2
act,1,N,16323,16323,1
crime,1,N,16328,16328,1
she,1,N,16330,16330,1
it in that brief moment of illumination,7,NPDANPN,16333,16339,7
she,1,N,16342,16342,1
him,1,N,16345,16345,1
she,1,N,16348,16348,1
what,1,N,16351,16351,1
it,1,N,16353,16353,1
what,1,N,16355,16355,1
unsolved mystery count for in the face,7,ANNPPDN,16359,16365,7
count for in the face of this possession,8,NPPDNPDN,16361,16368,8
face of this possession of self assertion which,8,NPDNPNNN,16365,16372,8
possession of self assertion which she,6,NPNNNN,16368,16373,6
strongest impulse of her,4,ANPN,16378,16381,4
free body,2,AN,16383,16384,2
soul free she,3,NAN,16386,16388,3
josephine,1,N,16391,16391,1
closed door with her lips to the keyhold,8,ANPNNPDN,16396,16403,8
admission louise,2,NN,16406,16407,2
door i,2,NN,16410,16411,2
door you,2,NN,16415,16416,2
yourself,1,N,16419,16419,1
what,1,N,16421,16421,1
you,1,N,16423,16423,1
louise for heaven,3,NPN,16425,16427,3
sake,1,N,16429,16429,1
door,1,N,16432,16432,1
i,1,N,16435,16435,1
myself,1,N,16439,16439,1
she,1,N,16442,16442,1
life through that open window her fancy,7,NPDANNN,16450,16456,7
days,1,N,16462,16462,1
her spring days,3,NNN,16465,16467,3
summer days,2,NN,16469,16470,2
sorts of days that,4,NPNN,16473,16476,4
her own she,3,NAN,16479,16481,3
quick prayer,2,AN,16484,16485,2
life,1,N,16487,16487,1
long it,2,AN,16490,16491,2
yesterday she,2,NN,16494,16495,2
shudder that life,3,NNN,16500,16502,3
long she,2,AN,16505,16506,2
length,1,N,16509,16509,1
door to her sister,4,NPNN,16513,16516,4
importunities,1,N,16518,16518,1
feverish triumph in her eyes,5,ANPNN,16522,16526,5
she,1,N,16528,16528,1
herself,1,N,16530,16530,1
goddess of victory she,4,NPNN,16534,16537,4
her sister,2,NN,16539,16540,2
waist,1,N,16542,16542,1
they,1,N,16545,16545,1
stairs richards,2,NN,16548,16549,2
them at the bottom,4,NPDN,16553,16556,4
one,1,N,16558,16558,1
front door with a latchkey it,6,ANPDNN,16562,16567,6
